Address,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received ,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether sent contracts,total ether balance
0x8a455e14C3c9E6611257Cb03F261FBC8EbAf4e4e,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x44183fd1a79704f79e0986c6380dd9bfbbc7e6d2,1,2262.930952,0.0,15840.51667,7,1,0,1,5,0.35562726,0.35562726,0.35562726,0.0,0.1,0.028571429,,,,8,0.2,0.35562726,0.0,0.15562726
0xcb3315a42e76b70d2f3e8e595a5d13855c2e14cc,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0xad7f0a2427f93bc8fc178a73ae0d2d188682884f,1,16.49444444,5.3,146.6666667,6,9,0,8,4,0.05,0.25,0.077777778,0.0,19.85176356,3.30862726,,,,15,19.85176356,0.7,0.0,-19.15176356
0xb93235c1694814C8C6534cdB14806FbA39f8fC97,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x75968feaa063f091043455bb76d9af43b965afe3,1,13144.45667,17999.11154,599421.4667,10,26,0,21,6,0.002665927,3.579161326,0.244619359,0.0,3.577775334,0.632107521,,,,36,6.321075209,6.360103347,0.0,0.039028138
0xb54ddf21064610c13d5bef7fcc54eceb9ca5f84e,1,1168.817262,0.0,98180.65,84,1,0,1,31,0.045,0.045,0.045,0.0,0.100189631,0.004539586,,,,85,0.381325261,0.045,0.0,-0.336325261
0x1e12436889E2459202437077549e35b56f1299Cb,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x95b5c8eba4852fcf62decb4a158f727cd78297bd,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x446c233AE1f969D3063AA4b477b02764414C536e,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x022477f348a8b75b35fc8cf055d3b3d8a577f514,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x3833552d7302457831246975baf0527b62cf54e9,1,36.62083333,88.82083333,501.7666667,4,4,0,3,4,0.01979907,1.0590349,0.67923898,0.10799436,1.222512758,0.67459273,,,,8,2.69837092,2.71695592,0.0,0.018585
0x650d8acbde455717a98d613b316cb200e015de5d,1,22490.59444,10.68844884,140341.2333,6,505,0,403,4,0.0,1.848331221,0.160098253,0.03011,38.87152884,13.47150062,,,,511,80.82900372,80.84961776,0.0,0.020614045
0xb9088c74b4B7D70A181f2f3a8E1964fb1F6a111c,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x563acf790b87b2355de3945416da14c7ea1eb05d,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x4a878ef00c208517834ad9e4321fbe7ca8b0b415,1,661.9666667,570.9703333,29872.45,2,50,0,40,1,0.07,0.7,0.186,0.3,8.9971944,4.6485972,,,,52,9.2971944,9.3,0.0,0.0028056
0x3cf5947eb0c6Ac6f283f434c5D0f742fdAe9F504,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0xf591bBF70178bCAa80D306Ab65755ab7038962Cd,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x718278dba6774d510a79fcd2ddcf8d09b6c6d30b,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x7afcc8244a7f9195ddf60fe75247efedcf1f8cc1,1,2070.658333,539.4541667,6299.133333,2,4,0,4,1,0.43300001,1.86530155,0.824012248,0.028733906,3.263750281,1.646242094,,,,6,3.292484187,3.296048991,0.0,0.003564804
0x01F9eC89417814d6a7b0961Edc24Fe1Cde61f208,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x28733543ec21dfd4dac3fa2d7ad74d6c6d2bb49d,1,394.2621399,1238.367708,115619.5833,243,16,0,13,87,0.00231004,0.805,0.090687378,0.0,3.50418354,0.022599817,,,,259,5.491755489,1.45099804,0.0,-4.040757449
0xa5a478545fc9121a5e411a608027cf9b27eea172,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0xf271d00900966dcfc5a75c3eeddd4ccedca9c966,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x1c994a7a8038e52758ff39b9e9fc579fb9bf1c46,1,783.271875,368.8962611,244168.8333,64,526,0,369,23,0.0,3.195932753,0.085875125,0.0,32.67890121,0.719826581,,,,590,46.06890121,45.17031594,0.0,-0.898585275
0xadc7f7d0c48cc91bab52c0c40f83722531d863bd,1,21846.90238,780.6217949,163076.4,7,13,0,12,7,0.061802944,10.79296519,3.96268617,0.0,51.31,7.358942724,,,,20,51.51259907,51.51492021,0.0,0.002321142
0xeb9aaa5160d671ff5e9e4c918f8ab0139762f101,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x724cea3153a61d8afb6ada553f096ad7311324b2,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0xe369D4D2D6EEc8d332Fe1C14A5279cF42af1d8E7,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x0945198dd98c78d88568004d775e33800cfe4bfa,1,62.0161442,1212.646408,362962.0833,319,283,0,228,107,0.0,45.37310526,0.791796622,0.0,208.0900088,1.068213519,,,,602,340.7601125,224.078444,0.0,-116.6816686
0xa06e773064eb9a1ce6d5d897249b8fa6200ae869,1,8.759259259,1.083333333,81.0,9,2,0,2,1,0.015,27.19965147,13.60732573,1.0,10.0,3.0,,,,11,27.0,27.21465147,0.0,0.214651466
0xf207ba31d96cf56f1e107d8cebf3c08b04e0a0f0,1,205.9833333,0.0,4119.666667,20,1,1,1,4,1.5,1.5,1.5,0.0,0.270559205,0.01352796,0.0,0.0,0.0,21,0.270559205,1.5,0.0,1.229440795
0xf87d8c781979e4cfe14da4366617197bb6f1f235,1,1817.729424,827.0418182,192723.3833,81,55,0,51,49,0.00265518,78.36392483,1.976974812,0.0,78.36350483,1.659473757,,,,136,134.4173743,108.7336147,0.0,-25.68375963
0x45e7c24e67df934069a2709c5b592f950bc709af,1,13550.01667,121.4560284,19258.45,1,47,0,41,1,0.0494471,70.20979507,5.518000108,259.3455851,259.3455851,259.3455851,,,,48,259.3455851,259.3460051,0.0,0.00042
0x82aA927292F51046c309e79f2a272bad474cDd7A,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x6c189c440f31ff891533c1b5526e9e4f8af89a0e,1,0.775,0.0,1.55,2,1,0,1,2,0.006776365,0.006776365,0.006776365,0.0,0.004697226,0.002348613,,,,3,0.004697226,0.006776365,0.0,0.002079139
0x4898110f44c5e054fd073d02e32ac4520b61368b,1,1362.9,434.6732456,19243.38333,2,38,0,30,2,0.0,0.9,0.260289474,0.09126057,9.79,4.940630285,,,,40,9.88126057,9.891,0.0,0.00973943
0xc3e9287e2c028ebbae2001f477dc22ede80ed829,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x343a88ad3eb8c900b0b3b6935129a8bb0011a5e9,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x4a64e4b4b6bc57f09bba0080ae368efaf8c68fa9,1,1697.1,0.0,1697.1,1,1,0,1,1,1.0,1.0,1.0,0.999559,0.999559,0.999559,,,,2,0.999559,1.0,0.0,0.000441
0x4d5e3d4a3b5a95142bbd798476bc1afd20864ac8,1,0.716666667,0.0,0.716666667,1,1,0,1,1,1.694,1.694,1.694,1.690234463,1.690234463,1.690234463,,,,2,1.690234463,1.694,0.0,0.003765537
0xb3dce1f1a7e8bf248073bf827a6db67a22cd785e,1,305.6146341,444.1642857,84040.65,41,161,0,107,22,0.0,1.506263074,0.229107452,0.021,11.18930274,0.896453139,,,,202,36.75457871,36.88629974,0.0,0.131721028
0xb627e9e2c993447bc433709399e064ec653704dc,1,91.95833333,793.2518519,7323.183333,2,9,0,9,2,0.06,2.18788238,1.1917351,5.35,5.3754899,5.36274495,,,,11,10.7254899,10.7256159,0.0,0.000126
0x52e8ebf98ef95d373d29041182830bf13c52588f,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0xbe12359f003961be263fe7ab34bcfc4a20298efa,1,6520.048333,61.85162602,70272.31667,10,82,0,62,7,1e-05,1.488373591,0.153584508,0.0,6.3,1.252386771,,,,92,12.52386771,12.59392969,0.0,0.070061985
0x3ffc9c4df6b29a0c3bf5a3056d37b68288c79a29,1,15995.33333,16.8962963,16147.4,1,9,0,8,1,0.6,3.6075,3.106804444,27.96,27.96,27.96,,,,10,27.96,27.96124,0.0,0.00124
0xd384752674cbdF4673994AB973a51fc6f114B75F,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x1b8ee5cB5520ea3d12F64a8973c2A4F0cbcB1564,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0xed3b61249bf08abd799e82075304e660bce1d68e,1,21144.96667,80.91666667,21306.8,1,2,0,2,1,0.2,0.5,0.35,0.699685,0.699685,0.699685,,,,3,0.699685,0.7,0.0,0.000315
0x07204feeaf2cbbde2be760909af2f5ed6e2d14b4,1,42938.85595,15229.93556,829593.0167,14,15,0,11,9,0.00092445,7.502,1.472366342,0.0,10.0,1.573857955,,,,29,22.03401137,22.08549513,0.0,0.051483758
0xdba5fd82be33cd84024cf878c2c46dbc70b6fdef,1,9655.225,0.0,19310.45,2,1,0,1,2,0.0,0.0,0.0,0.999685967,7.064460226,4.032073096,,,,3,8.064146193,0.0,0.0,-8.064146193
0xD0bb7c83d18Ec1bEC23f501B2336571DbEf5f73d,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x1af0340527b8bAF6965307010871f6312eAbacaa,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x1d4dce520b079a3e3d971eb0b93b1840baf989ab,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x5714b032c1f3bd2c31465173c2bf9951f6f673a6,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0xf6c4fc68805b9da28dc44887928a77f8a09e5f5f,1,4207.3,168.6467136,16181.21667,1,71,0,58,1,0.001,8.36962496,0.736472631,52.51386,52.51386,52.51386,,,,72,52.51386,52.28955682,0.0,-0.224303178
0x83373a2e5fc62a8598fb2ac2ebec188ff8cd4a9c,1,693.7420635,26.93333333,14676.31667,21,4,0,4,14,0.020149228,1.055947028,0.473858311,0.0,1.76,0.154285714,,,,25,3.24,1.895433244,0.0,-1.344566756
0x7f4a266a773b6d9c2f18895f4d08054891605f9e,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x3CF71871d2f56A6af21bf17ca2652cbC12E8ba1f,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x4cae21759c78650cee753ba4616c66b33178f09c,1,7027.766667,9282.604167,44158.18333,1,4,0,3,1,0.96794073,304.3467623,131.5921997,526.3683577,526.3683577,526.3683577,,,,5,526.3683577,526.3687987,0.0,0.000441
0xf8b555398a425697617bccadfa52655932275552,1,34139.59667,455.2102041,193003.2833,5,49,0,42,3,0.09,0.88,0.133979592,0.01,6.4487354,1.31019748,,,,54,6.5509874,6.565,0.0,0.0140126
0xcfeb62a98a9ea19c2701c13e9a728408defb6a56,1,400.6583333,33.01975309,4898.116667,10,27,0,17,10,0.010803951,2.44153665,0.26016169,0.0040137,6.700772623,0.697992962,,,,37,6.979929623,7.024365623,0.0,0.044436
0x7ba85E2e55c7598378Fe927aD2Aef2DAc6c45218,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x919c2fc7a008a5bbcb3198296e0d1a6fd2b15b13,1,1033.022222,2519.029167,52700.73333,12,16,0,12,7,0.1,1.0,0.278125,0.003204754,0.970236645,0.369358024,,,,28,4.432296291,4.45,0.0,0.017703709
0x6ace0c63f8808aae05ed2685838980a891a0ae21,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0xc4245e52a2635ece131aba7894c8471581d799af,1,50.03888889,151.0,754.1166667,3,4,0,4,2,0.05588989,1.11124095,0.65678271,0.292479426,4.162293802,1.582493,,,,7,4.747479,2.62713084,0.0,-2.12034816
0x0297a3211d69a1a268591e1Ff6f570699cCC50CA,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x9e50031deb1f02d58abb9b4fa87a8ea99636b411,1,25688.26806,54.04218289,622625.2,24,113,0,108,15,0.0,1.34580129,0.041495772,0.0,3.06,0.195219096,,,,137,4.6852583,4.68902226,0.0,0.00376396
0x4a036aa86d0ba304ec60605155810a6973d98ebc,1,1416.456042,4298.461111,409910.3,80,69,0,51,60,0.001,14.86211753,0.808208881,0.0,18.58677641,0.695376705,,,,149,55.6301364,55.76641281,0.0,0.136276413
0x89c0e39f3b3Be95c238912788687DBAebe7e6A2B,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x96665f6088eeb1dde18d08b2c34e50f381a5e103,1,706.877619,649.8663934,104024.4167,35,122,1,106,19,0.01,0.9,0.200057377,0.0,9.04,0.689628571,0.0,0.0,0.0,157,24.137,24.407,0.0,0.27
0xb0D2d2791657ce6CdF48b77A1E10F62E9b4Ee74B,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0xb8a3c35f9d6206eeecef741459e52134070d644b,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0xb448eaedb5bc19857745ff32112ab4d092159949,1,4469.12037,0.0,80444.16667,18,1,1,1,6,0.5,0.5,0.5,0.0,249.0,19.4739148,0.0,0.0,0.0,19,350.5304665,0.5,0.0,-350.0304665
0xfe59c158025d9e4389e144574b91ded74e0d33ef,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0xa71073cbc47c62257a0749503bdbd4d9b5595294,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0xa932dd6d00fed9d1cd140275a5caa32d0b1e0d68,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x4d517d272ce8d879d8891518e70153b49d2cdb96,1,12.56926568,141.2234893,29227.2,404,171,0,158,91,0.008322862,188.1314362,4.062253241,0.0,269.0,2.10148701,,,,575,849.000752,694.6453042,0.0,-154.3554478
0x9e009c57b36aC7e3382697b4c9d3E7092A1CDb42,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0x4bc3f941b747c4bab3efd8749be2cc0b50de23fb,1,519.7066667,15.25833333,10424.65,20,2,0,2,12,0.044104849,0.237084092,0.140594471,0.0,19.85474819,1.515080157,,,,22,30.30160313,0.281188941,0.0,-30.02041419
0x2D8028f663512Edd7Adbb6bb4d2FF63d36a01656,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
0xdb21509547C82b69E714Bf3A761e6d64f0f91CD0,1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
